nazwa_cwiczenia,nazwa_angielska,zrodlo,kategoria,poziom_trudnosci,pozycja_wyjsciowa,potrzebny_sprzet,liczba_powtorzen,czas_trwania_sekund,strony_ciala,ruch_glowny,wspomagane_krzeslem,mozna_w_lozku,mozna_siedzac,wymaga_stania,wymaga_podlogi,zalecane_schorzenia,przeciwwskazania,cel_terapeutyczny,wplyw_na_rownowage,wplyw_na_sile,wplyw_na_elastycznosc,wplyw_na_kardio,wplyw_na_postawe,intensywnosc,uwagi_bezpieczenstwa,opis_wykonania
Pochylenia przy ścianie,Wall Tilts,Posture-Exercises-for-Seniors.pdf,postura,łatwy,stojąca,ściana,10,,dolna część pleców,naprzemienne wygięcie i spłaszczenie pleców,nie,nie,nie,tak,nie,ból dolnych pleców; lordoza,,mobilizacja lędźwi,niski,niski,wysoki,niski,wysoki,niska,Barki i miednica przy ścianie przez cały czas,"Przyjmij pozycję wyjściową: stojąca. Przygotuj sprzęt: ściana. Następnie wykonuj ruch główny: naprzemienne wygięcie i spłaszczenie pleców. Wykonaj około 10 powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Barki i miednica przy ścianie przez cały czas. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Ściskanie poduszki kolanami,Knee Pillow Squeeze,Posture-Exercises-for-Seniors.pdf,siła_postura,łatwy,siedząca,krzesło + poduszka lub piłka,,,uda wewnętrzne,ściskanie poduszki kolanami,tak,nie,tak,nie,nie,słabe przywodziciele; zła postura miednicy,,wzmocnienie przywodzicieli,niski,wysoki,niski,niski,wysoki,bardzo niska,Zatrzymać przy stałym napięciu – nie ściskać za mocno,"Przyjmij pozycję wyjściową: siedząca. Przygotuj sprzęt: krzesło + poduszka lub piłka. Następnie wykonuj ruch główny: ściskanie poduszki kolanami. Zwróć uwagę na bezpieczeństwo: Zatrzymać przy stałym napięciu – nie ściskać za mocno. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Odpychanie opaską kolanami,Knee Band Push,Posture-Exercises-for-Seniors.pdf,siła,łatwy,siedząca,krzesło + opaska/pasek,,,biodra zewnętrzne,odpychanie kolan od opaski,tak,nie,tak,nie,nie,słabe odwodziciele,,wzmocnienie odwodzicieli,niski,wysoki,niski,niski,niski,bardzo niska,,"Przyjmij pozycję wyjściową: siedząca. Przygotuj sprzęt: krzesło + opaska/pasek. Następnie wykonuj ruch główny: odpychanie kolan od opaski. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Pies myśliwski (lądowy),Bird Dogs,Posture-Exercises-for-Seniors.pdf,siła_postura,łatwy,klęcząca,brak,10 (1-2 serie),,plecy i pośladki,unoszenie przeciwległej ręki i nogi,nie,nie,nie,nie,tak,ból pleców; słaby core,,stabilizacja i siła kręgosłupa,niski,wysoki,niski,niski,wysoki,niska,Brzuch napięty; plecy poziomo,"Przyjmij pozycję wyjściową: klęcząca. Następnie wykonuj ruch główny: unoszenie przeciwległej ręki i nogi. Wykonaj około 10 (1-2 serie) powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Brzuch napięty; plecy poziomo. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Rozluźnianie talii,Waist Loosening,Tai-Chi-Exercises-for-Seniors.pdf,mobilność_tai_chi,łatwy,stojąca,brak,do 2 minuty,,,rotacja bioder z luźnymi ramionami,nie,nie,nie,tak,nie,sztywność bioder i talii; rozgrzewka,,rozgrzewka bioder i kręgosłupa,niski,niski,wysoki,niski,niski,bardzo niska,Ruch ciągły i powtarzalny,"Przyjmij pozycję wyjściową: stojąca. Następnie wykonuj ruch główny: rotacja bioder z luźnymi ramionami. Wykonaj około do 2 minuty powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Ruch ciągły i powtarzalny. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Skręty tułowia,Torso Twists,Tai-Chi-Exercises-for-Seniors.pdf,mobilność_tai_chi,łatwy,stojąca,brak,5-10 na stronę,,,skręt tułowia z dłońmi na biodrach,nie,nie,nie,tak,nie,sztywność kręgosłupa,,ruchomość rotacyjna,niski,niski,wysoki,niski,wysoki,niska,Biodra mogą się lekko ruszać; kolana nad kostkami,"Przyjmij pozycję wyjściową: stojąca. Następnie wykonuj ruch główny: skręt tułowia z dłońmi na biodrach. Wykonaj około 5-10 na stronę powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Biodra mogą się lekko ruszać; kolana nad kostkami. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Rozgrzewka nóg,Leg Warm Up,Tai-Chi-Exercises-for-Seniors.pdf,mobilność_tai_chi,łatwy,stojąca,krzesło opcjonalnie,5-10,,,przenoszenie ciężaru z nogi na nogę,opcjonalnie,nie,nie,tak,nie,słaba równowaga; rozgrzewka,,wyczucie ciężaru i rozgrzewka nóg,niski,niski,niski,niski,niski,niska,Powolny kontrolowany ruch; cal po calu,"Przyjmij pozycję wyjściową: stojąca. Przygotuj sprzęt: krzesło opcjonalnie. Następnie wykonuj ruch główny: przenoszenie ciężaru z nogi na nogę. Wykonaj około 5-10 powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Powolny kontrolowany ruch; cal po calu. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Dotknij nieba,Touch the Sky,Tai-Chi-Exercises-for-Seniors.pdf,mobilność_tai_chi,łatwy,stojąca lub siedząca,brak,5-10,,ramiona i barki,unoszenie rąk z wdechem,nie,nie,tak,nie,nie,ograniczona mobilność ramion,,ruchomość barku i ćwiczenie oddychania,niski,niski,wysoki,niski,niski,bardzo niska,Łokcie lekko ugięte; płynny ruch z oddechem,"Przyjmij pozycję wyjściową: stojąca lub siedząca. Następnie wykonuj ruch główny: unoszenie rąk z wdechem. Wykonaj około 5-10 powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Łokcie lekko ugięte; płynny ruch z oddechem. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Poszerzanie klatki piersiowej,Broadening the Chest,Tai-Chi-Exercises-for-Seniors.pdf,mobilność_tai_chi,łatwy,stojąca lub siedząca,brak,5-10,,,otwieranie ramion jak do uścisku,nie,nie,tak,nie,nie,napięcie klatki; zła postura,,ruchomość barków i klatki,niski,niski,wysoki,niski,wysoki,bardzo niska,Ramiona rozluźnione,"Przyjmij pozycję wyjściową: stojąca lub siedząca. Następnie wykonuj ruch główny: otwieranie ramion jak do uścisku. Wykonaj około 5-10 powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Ramiona rozluźnione. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Trzymanie piłki,Holding the Ball,Tai-Chi-Exercises-for-Seniors.pdf,mobilność_tai_chi,łatwy,siedząca lub stojąca,brak (lub piłka),5-10,,tułów i ramiona,"skręt z ""piłką"" zmieniający strony",nie,nie,tak,nie,nie,sztywność tułowia,,ruchomość rotacyjna i koordynacja,niski,niski,wysoki,niski,niski,niska,Śledzić piłkę wzrokiem,"Przyjmij pozycję wyjściową: siedząca lub stojąca. Przygotuj sprzęt: brak (lub piłka). Następnie wykonuj ruch główny: skręt z ""piłką"" zmieniający strony. Wykonaj około 5-10 powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Śledzić piłkę wzrokiem. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Czerpanie z morza,Scooping from the Sea,Tai-Chi-Exercises-for-Seniors.pdf,mobilność_tai_chi,łatwy,siedząca,krzesło,5 razy na stronę,,,boczny skłon z unoszeniem rąk,tak,nie,tak,nie,nie,ograniczona mobilność; brak siły na stanie,,mobilność boczna tułowia,niski,niski,wysoki,niski,niski,niska,Wyobrazić sobie wyrzucanie wody morskiej za siebie,"Przyjmij pozycję wyjściową: siedząca. Przygotuj sprzęt: krzesło. Następnie wykonuj ruch główny: boczny skłon z unoszeniem rąk. Wykonaj około 5 razy na stronę powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Wyobrazić sobie wyrzucanie wody morskiej za siebie. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Taniec z tęczą,Dancing with the Rainbow,Tai-Chi-Exercises-for-Seniors.pdf,mobilność_tai_chi,łatwy,stojąca,brak,5 na stronę,,,przenoszenie ciężaru z bocznym uniesieniem ręki,nie,nie,nie,tak,nie,zaburzenia równowagi; sztywność,,równowaga dynamiczna i mobilność,niski,niski,wysoki,niski,niski,niska,Waga na nodze podczas skłonu ramienia,"Przyjmij pozycję wyjściową: stojąca. Następnie wykonuj ruch główny: przenoszenie ciężaru z bocznym uniesieniem ręki. Wykonaj około 5 na stronę powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Waga na nodze podczas skłonu ramienia. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Młyn,Windmill,Tai-Chi-Exercises-for-Seniors.pdf,mobilność_tai_chi,łatwy,stojąca,brak,5 na stronę,,,okrężne unoszenie ramion naprzemiennie,nie,nie,nie,tak,nie,sztywność barków i ramion,,ruchomość barków i koordynacja,niski,niski,wysoki,niski,niski,niska,Ruch ciągły w górę i w bok,"Przyjmij pozycję wyjściową: stojąca. Następnie wykonuj ruch główny: okrężne unoszenie ramion naprzemiennie. Wykonaj około 5 na stronę powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Ruch ciągły w górę i w bok. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Strzelanie z łuku,Shooting the Bow,Tai-Chi-Exercises-for-Seniors.pdf,mobilność_tai_chi,łatwy,stojąca,brak,5-10 na stronę,,,"rotacja bioder z ""natężeniem łuku""",nie,nie,nie,tak,nie,sztywność,,koordynacja i mobilność rotacyjna,niski,niski,wysoki,niski,niski,niska,Kolana lekko ugięte; plecy zaokrąglone,"Przyjmij pozycję wyjściową: stojąca. Następnie wykonuj ruch główny: rotacja bioder z ""natężeniem łuku"". Wykonaj około 5-10 na stronę powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Kolana lekko ugięte; plecy zaokrąglone. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Siad-stań z krzesła,Sit to Stand,NHS Fife Knee Osteoarthritis – Level 2; RACGP Knee strengthening exercises,siła_funkcjonalna,łatwy,siedząca na krześle,stabilne krzesło,10,,uda; pośladki,wstawanie z i siadanie na krzesło,tak,nie,tak,tak,tak,choroba zwyrodnieniowa stawu kolanowego; ból kolana,ostry ból lub znaczny obrzęk kolana; świeży uraz; brak zgody lekarza,wzmocnienie mięśnia czworogłowego i pośladków oraz poprawa funkcji wstawania z krzesła,średni,wysoki,niski,niski,średni,niska,Krzesło dosunąć do ściany; stopy pod kolanami; nie siadać gwałtownie; przerwać przy wyraźnym nasileniu bólu.,"Przyjmij pozycję wyjściową: siedząca na krześle. Przygotuj sprzęt: stabilne krzesło. Następnie wykonuj ruch główny: wstawanie z i siadanie na krzesło. Wykonaj około 10 powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Krzesło dosunąć do ściany; stopy pod kolanami; nie siadać gwałtownie; przerwać przy wyraźnym nasileniu bólu.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Mini przysiad przy oparciu,Mini Squat,Royal Orthopaedic Hospital – Exercises for Osteoarthritis of the Knee; Versus Arthritis – Knee squats,siła_funkcjonalna,łatwy,stojąca przy oparciu krzesła,krzesło lub blat,10,,uda; pośladki,ugięcie kolan do około 45 stopni z podparciem,tak,nie,nie,tak,tak,choroba zwyrodnieniowa stawu kolanowego; ból kolana,ostry ból lub znaczny obrzęk kolana; świeży uraz; brak zgody lekarza,wzmocnienie mięśni czworogłowych i pośladków w bezpiecznym zakresie zgięcia kolan,średni,wysoki,niski,niski,średni,niska,Kolana nie powinny wychodzić znacznie przed palce; zatrzymać ruch przy bólu powyżej umiarkowanego; zachować proste plecy.,"Przyjmij pozycję wyjściową: stojąca przy oparciu krzesła. Przygotuj sprzęt: krzesło lub blat. Następnie wykonuj ruch główny: ugięcie kolan do około 45 stopni z podparciem. Wykonaj około 10 powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Kolana nie powinny wychodzić znacznie przed palce; zatrzymać ruch przy bólu powyżej umiarkowanego; zachować proste plecy.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Unoszenie wyprostowanej nogi w leżeniu,Straight Leg Raise (lying),NHS Western Isles – Knee Osteoarthritis Information; Health Online – Exercises for Knee Osteoarthritis,siła,łatwy,leżąca na plecach,mata lub łóżko,10 na nogę,5,uda; biodra,unoszenie wyprostowanej nogi kilka cm nad podłoże,nie,tak,nie,nie,opcjonalnie,choroba zwyrodnieniowa stawu kolanowego; ból kolana,ostry ból biodra lub kolana; niestabilność stawu; brak zgody lekarza,wzmocnienie mięśnia czworogłowego bez obciążania osiowego stawu kolanowego,niski,wysoki,niski,niski,niski,niska,Nie unosić nogi powyżej komfortu; utrzymywać napięcie mięśni brzucha dla ochrony odcinka lędźwiowego.,"Przyjmij pozycję wyjściową: leżąca na plecach. Przygotuj sprzęt: mata lub łóżko. Następnie wykonuj ruch główny: unoszenie wyprostowanej nogi kilka cm nad podłoże. Wykonaj około 10 na nogę powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Jeżeli ćwiczenie jest czasowe, wykonuj je przez około 5 sekund. Zwróć uwagę na bezpieczeństwo: Nie unosić nogi powyżej komfortu; utrzymywać napięcie mięśni brzucha dla ochrony odcinka lędźwiowego.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Ślizgi pięty w siadzie,Knee Slides (seated heel slides),NHS Fife Knee Osteoarthritis; NHS Ayrshire Knee workbook,mobilność,łatwy,siedząca na krześle,ręcznik lub śliska podkładka pod stopą,10 na nogę,,kolana,ugięcie i wyprost kolana przez przesuwanie stopy,tak,opcjonalnie,tak,nie,tak,choroba zwyrodnieniowa stawu kolanowego; ból kolana; po operacjach kolana,ostry ból; blokowanie stawu; brak zgody lekarza,utrzymanie i poprawa zakresu zgięcia i wyprostu kolana,niski,niski,wysoki,niski,niski,bardzo niska,Ruch wykonywać powoli w bezpiecznym zakresie; zatrzymać przy ostrym bólu lub uczuciu zablokowania stawu.,"Przyjmij pozycję wyjściową: siedząca na krześle. Przygotuj sprzęt: ręcznik lub śliska podkładka pod stopą. Następnie wykonuj ruch główny: ugięcie i wyprost kolana przez przesuwanie stopy. Wykonaj około 10 na nogę powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Ruch wykonywać powoli w bezpiecznym zakresie; zatrzymać przy ostrym bólu lub uczuciu zablokowania stawu.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Zginanie biodra w leżeniu,Hip Flexion (supine),Hip Osteoarthritis Information – NHS Western Isles; ROH Hip OA exercises,mobilność,łatwy,leżąca na plecach,mata lub łóżko,10 na nogę,,biodra; kolana,zginanie i prostowanie biodra poprzez przesuwanie stopy po podłożu,nie,tak,nie,nie,opcjonalnie,choroba zwyrodnieniowa stawu biodrowego; ból biodra,ostry ból biodra; świeży uraz; brak zgody lekarza,utrzymanie i poprawa zakresu zgięcia biodra,niski,niski,wysoki,niski,niski,bardzo niska,Ruch wykonywać powoli w bezpiecznym zakresie bez gwałtownego bólu.,"Przyjmij pozycję wyjściową: leżąca na plecach. Przygotuj sprzęt: mata lub łóżko. Następnie wykonuj ruch główny: zginanie i prostowanie biodra poprzez przesuwanie stopy po podłożu. Wykonaj około 10 na nogę powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Ruch wykonywać powoli w bezpiecznym zakresie bez gwałtownego bólu.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Odwodzenie biodra w leżeniu,Hip Abduction (supine),Hip Osteoarthritis Information – NHS Western Isles,mobilność,łatwy,leżąca na plecach,mata lub łóżko,10 na nogę,,biodra,przesuwanie wyprostowanej nogi w bok i z powrotem,nie,tak,nie,nie,opcjonalnie,choroba zwyrodnieniowa stawu biodrowego; ból biodra,ostry ból biodra; niestabilność stawu; brak zgody lekarza,utrzymanie i poprawa zakresu odwiedzenia biodra,niski,niski,wysoki,niski,niski,bardzo niska,Noga powinna ślizgać się po podłożu; nie wymuszać ruchu przy dużym bólu.,"Przyjmij pozycję wyjściową: leżąca na plecach. Przygotuj sprzęt: mata lub łóżko. Następnie wykonuj ruch główny: przesuwanie wyprostowanej nogi w bok i z powrotem. Wykonaj około 10 na nogę powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Noga powinna ślizgać się po podłożu; nie wymuszać ruchu przy dużym bólu.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Most biodrowy dla biodra,Bridge for Hip OA,Exercises for Osteoarthritis of the Hip – ROH; Hip OA leaflets,siła_postura,łatwy,leżąca na plecach z ugiętymi kolanami,mata lub łóżko,10-15,,pośladki; biodra; dolne plecy,unoszenie miednicy do linii z tułowiem,nie,tak,nie,nie,opcjonalnie,choroba zwyrodnieniowa stawu biodrowego; ból biodra,ostry ból dolnego odcinka kręgosłupa; niestabilność kręgosłupa; brak zgody lekarza,wzmocnienie pośladków i mięśni wokół biodra w celu odciążenia stawu,niski,wysoki,średni,niski,wysoki,niska,Nie wyginać nadmiernie lędźwi; ruch wykonywać powoli z napiętym brzuchem.,"Przyjmij pozycję wyjściową: leżąca na plecach z ugiętymi kolanami. Przygotuj sprzęt: mata lub łóżko. Następnie wykonuj ruch główny: unoszenie miednicy do linii z tułowiem. Wykonaj około 10-15 powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Nie wyginać nadmiernie lędźwi; ruch wykonywać powoli z napiętym brzuchem.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Aktywne zginanie biodra w staniu,Active Hip Flexion (standing),Exercises for Osteoarthritis of the Hip – ROH; Versus Arthritis hip pain booklet,siła_funkcjonalna,łatwy,stojąca przy oparciu krzesła,krzesło lub blat,10 na nogę,,biodra; uda,unoszenie kolana w górę jak marsz w miejscu,tak,nie,nie,tak,tak,choroba zwyrodnieniowa stawu biodrowego; ból biodra,ostry ból biodra; duże zaburzenia równowagi; brak zgody lekarza,poprawa siły zginaczy biodra i funkcji chodu,średni,średni,niski,niski,średni,niska,Utrzymywać wyprostowaną sylwetkę; trzymać się stabilnego podparcia.,"Przyjmij pozycję wyjściową: stojąca przy oparciu krzesła. Przygotuj sprzęt: krzesło lub blat. Następnie wykonuj ruch główny: unoszenie kolana w górę jak marsz w miejscu. Wykonaj około 10 na nogę powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Utrzymywać wyprostowaną sylwetkę; trzymać się stabilnego podparcia.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Aktywne odwodzenie biodra w staniu,Active Hip Abduction (standing),Exercises for Osteoarthritis of the Hip – ROH; Hip pain exercise booklet,siła_równowaga,łatwy,stojąca przy oparciu krzesła,krzesło lub blat,10 na nogę,,biodra; uda,unoszenie nogi bokiem bez pochylania tułowia,tak,nie,nie,tak,tak,choroba zwyrodnieniowa stawu biodrowego; ból biodra,ostry ból biodra; znaczne zaburzenia równowagi; brak zgody lekarza,wzmocnienie odwodzicieli biodra i poprawa stabilności miednicy,średni,średni,niski,niski,średni,niska,Tułów pozostaje pionowo; nie odchylać się na bok; używać podparcia.,"Przyjmij pozycję wyjściową: stojąca przy oparciu krzesła. Przygotuj sprzęt: krzesło lub blat. Następnie wykonuj ruch główny: unoszenie nogi bokiem bez pochylania tułowia. Wykonaj około 10 na nogę powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Tułów pozostaje pionowo; nie odchylać się na bok; używać podparcia.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Ściskanie poduszki między kolanami,Hip Adductor Squeeze,Hip pain exercise information booklet – Versus Arthritis,siła,łatwy,leżąca lub siedząca,poduszka lub miękki klocek,10 powtórzeń po 5 sekund,,biodra; uda,docisk kolan do poduszki z utrzymaniem napięcia,tak,tak,tak,opcjonalnie,nie,choroba zwyrodnieniowa stawu biodrowego; ból biodra,ostry ból pachwiny; świeży uraz przywodzicieli; brak zgody lekarza,wzmocnienie przywodzicieli biodra i poprawa stabilizacji miednicy,niski,średni,niski,niski,niski,bardzo niska,Nie dociskać z pełną siłą; napięcie ma być umiarkowane i bezbolesne.,"Przyjmij pozycję wyjściową: leżąca lub siedząca. Przygotuj sprzęt: poduszka lub miękki klocek. Następnie wykonuj ruch główny: docisk kolan do poduszki z utrzymaniem napięcia. Wykonaj około 10 powtórzeń po 5 sekund powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Nie dociskać z pełną siłą; napięcie ma być umiarkowane i bezbolesne.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Rozciąganie zginaczy biodra w wykroku,Hip Flexor Stretch (lunge),Hip Osteoarthritis exercises – ROH; Versus Arthritis hip pain booklet,rozciąganie,średni,stojąca w wykroku,krzesło lub blat do podparcia,5 na stronę,20-30,biodra; przód uda,pochylenie miednicy do przodu w wykroku do uczucia rozciągania z przodu biodra tylnej nogi,opcjonalnie,nie,nie,tak,tak,choroba zwyrodnieniowa stawu biodrowego; przykurcze zginaczy,znaczne zaburzenia równowagi; silny ból biodra; brak zgody lekarza,rozciągnięcie zginaczy biodra i poprawa wyprostu w stawie,średni,niski,wysoki,niski,średni,bardzo niska,Utrzymywać wyprostowany tułów; nie wychodzić kolanem znacznie przed stopę; rozciąganie bez gwałtownego bólu.,"Przyjmij pozycję wyjściową: stojąca w wykroku. Przygotuj sprzęt: krzesło lub blat do podparcia. Następnie wykonuj ruch główny: pochylenie miednicy do przodu w wykroku do uczucia rozciągania z przodu biodra tylnej nogi. Wykonaj około 5 na stronę powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Jeżeli ćwiczenie jest czasowe, wykonuj je przez około 20-30 sekund. Zwróć uwagę na bezpieczeństwo: Utrzymywać wyprostowany tułów; nie wychodzić kolanem znacznie przed stopę; rozciąganie bez gwałtownego bólu.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Rozciąganie tyłu uda w staniu,Hamstring Stretch (standing on step),Exercises for Osteoarthritis of the Hip – ROH; Hip OA information,rozciąganie,łatwy,stojąca z jedną stopą na stopniu,niski stopień lub schodek,5 na nogę,20-30,tylna strona uda,pochylenie tułowia do przodu nad wyprostowaną nogą,opcjonalnie,nie,opcjonalnie,tak,tak,choroba zwyrodnieniowa stawu biodrowego; ból biodra; przykurcz mięśni kulszowo-goleniowych,ostre zawroty głowy; ciężkie zaburzenia równowagi; ostry ból tylnej strony uda; brak zgody lekarza,rozciągnięcie mięśni kulszowo-goleniowych i odciążenie biodra,średni,niski,wysoki,niski,średni,bardzo niska,Rozciąganie statyczne bez sprężynowania; utrzymywać proste plecy.,"Przyjmij pozycję wyjściową: stojąca z jedną stopą na stopniu. Przygotuj sprzęt: niski stopień lub schodek. Następnie wykonuj ruch główny: pochylenie tułowia do przodu nad wyprostowaną nogą. Wykonaj około 5 na nogę powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Jeżeli ćwiczenie jest czasowe, wykonuj je przez około 20-30 sekund. Zwróć uwagę na bezpieczeństwo: Rozciąganie statyczne bez sprężynowania; utrzymywać proste plecy.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Muszla biodrowa (clam) w leżeniu na boku,Side-lying Clam,Exercises for Osteoarthritis of the Hip – ROH; hip strengthening leaflets,siła,łatwy,leżąca na boku z ugiętymi kolanami,mata lub łóżko,10-15 na stronę,,biodra; pośladki,unoszenie górnego kolana przy złączonych stopach,nie,tak,nie,nie,opcjonalnie,choroba zwyrodnieniowa stawu biodrowego; ból biodra,ostry ból biodra; brak możliwości leżenia na boku; brak zgody lekarza,wzmocnienie pośladków średnich i stabilizacja miednicy,niski,średni,niski,niski,średni,niska,Unikać kołysania miednicą; ruch ma być krótki i kontrolowany.,"Przyjmij pozycję wyjściową: leżąca na boku z ugiętymi kolanami. Przygotuj sprzęt: mata lub łóżko. Następnie wykonuj ruch główny: unoszenie górnego kolana przy złączonych stopach. Wykonaj około 10-15 na stronę powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Unikać kołysania miednicą; ruch ma być krótki i kontrolowany.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Odwodzenie biodra w leżeniu bokiem,Hip Abduction in Side Lying,ROH Hip OA exercises; hip strengthening programmes,siła,średni,leżąca na boku,mata lub łóżko,10 na stronę,,biodra; uda,unoszenie wyprostowanej górnej nogi w górę i powrót,nie,tak,nie,nie,opcjonalnie,choroba zwyrodnieniowa stawu biodrowego; osłabienie odwodzicieli biodra,ostry ból biodra; brak zgody lekarza,wzmocnienie odwodzicieli biodra dla poprawy chodu i stabilności,niski,wysoki,niski,niski,średni,niska,Stopa zgięta; ruch prowadzi pięta; nie unosić nogi zbyt wysoko.,"Przyjmij pozycję wyjściową: leżąca na boku. Przygotuj sprzęt: mata lub łóżko. Następnie wykonuj ruch główny: unoszenie wyprostowanej górnej nogi w górę i powrót. Wykonaj około 10 na stronę powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Stopa zgięta; ruch prowadzi pięta; nie unosić nogi zbyt wysoko.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
